published,directory,view,version,entry_id,text_ocr,ner_xml,persons,activity,act_new,location,cardinality,nb_activities,nb_persons,nb_loc,nb_card,overall_score,geometry
1881,DidotBottin_1881,220,v2:2022-06-20,6204330,"Cartes et plans de la marine (dépôt des), Ulli-
versité, 13.","<ACT>Cartes et plans de la marine (dépôt des</ACT><LOC>), Ulli- versité</LOC>, <CARDINAL>13</CARDINAL>.",NA,Cartes et plans de la marine (dépôt des,Cartes et plans de la marine (depot des,"), Ulli- versité",13,1,0,1,1,0.66994,POINT (650825.1 6862093)
1848,Didot_1848a,370,v2:2022-06-20,6206006,"Beautemps-Beaupré, G. O. , membre de
l'Institut, conservat, des plans de la marine,
Sts-Pères, 52.","<PER>Beautemps-Beaupré</PER><TITRE>, G. O.</TITRE> <TITRE>, membre de</TITRE> <ACT>l'</ACT><TITRE>Institut</TITRE><ACT>, conservat, des plans de la marine</ACT>, <LOC>Sts-Pères</LOC>, <CARDINAL>52</CARDINAL>.",Beautemps-Beaupré,"c(""l'"", "", conservat, des plans de la marine"")","c(""l'"", "", conservat, des plans de la marine"")",Sts-Pères,52,2,1,1,1,0.4233,POINT (651599.5 6863146)
1905,DidotBottin_1905a,447,v2:2022-06-20,6213515,"Joly (L.), cstumpes, cartes geographiques.
qual St-Michel, 17. (5*).","<PER>Joly (L.),</PER> <ACT>cstumpes, cartes geographiques</ACT>. <LOC>qual St-Michel</LOC>, <CARDINAL>17</CARDINAL>. <TITRE>(5*</TITRE>).","Joly (L.),","cstumpes, cartes geographiques","cstumpes, cartes geographiques",qual St-Michel,17,1,1,1,1,0,POINT EMPTY
1903,DidotBottin_1903a,406,v2:2022-06-20,6217188,"Gulraud, impresston de cartes a boutons
Lar","<PER>Gulraud</PER><ACT>, impresston de cartes a boutons</ACT> <LOC>Lar</LOC>",Gulraud,", impresston de cartes a boutons",", impresston de cartes a boutons",Lar,NA,1,1,1,0,0.84,POINT (653813.5 6861674)
1896,DidotBottin_1896a,502,v2:2022-06-20,6223156,"Hamet (A“) NCI.fabr. de cartes en feuilles el
cartons páte, Faub.-du-Temple, 54; usíne à","<PER>Hamet (A“)</PER> <TITRE>NCI</TITRE>.<ACT>fabr. de cartes en feuilles el cartons páte</ACT>, <LOC>Faub.-du-Temple</LOC>, <CARDINAL>54</CARDINAL>; usíne à",Hamet (A“),fabr. de cartes en feuilles el cartons páte,fabr. de cartes en feuilles el cartons pate,Faub.-du-Temple,54,1,1,1,1,0.787152,POINT (653819.4 6863485)
1842,Bottin2_1842a,191,v2:2022-06-20,6224925,"Greuèt Palyart et co., papiers, pains à cacheter, cartes
en feuilles, St-Martin, 277.","<PER>Greuèt Palyart et co.</PER><ACT>, papiers, pains à cacheter, cartes en feuilles</ACT>, <LOC>St-Martin</LOC>, <CARDINAL>277</CARDINAL>.",Greuèt Palyart et co.,", papiers, pains à cacheter, cartes en feuilles",", papiers, pains a cacheter, cartes en feuilles",St-Martin,277,1,1,1,1,0.153824,POINT (-6227008 6403708)
1873,DidotBottin_1873,196,v2:2022-06-20,6234435,"Bulla frères, éditcurs d'estampcs ct cartes
Géndraphiques, Tiquetonne, 66","<PER>Bulla frères</PER><ACT>, éditcurs d'estampcs ct cartes Géndraphiques</ACT><LOC>, Tiquetonne</LOC>, <CARDINAL>66</CARDINAL>",Bulla frères,", éditcurs d'estampcs ct cartes Géndraphiques",", editcurs d'estampcs ct cartes Gendraphiques",", Tiquetonne",66,1,1,1,1,0.2052,POINT (654083.5 6862628)
1842,Bottin2_1842a,78,v2:2022-06-20,6234886,"Cailloux, papet. f. carion de pâte et cartes en feuilles,
Galande, 11.","<PER>Cailloux</PER><ACT>, papet. f. carion de pâte et cartes en feuilles</ACT><LOC>, Galande</LOC>, <CARDINAL>11</CARDINAL>.",Cailloux,", papet. f. carion de pâte et cartes en feuilles",", papet. f. carion de pate et cartes en feuilles",", Galande",11,1,1,1,1,0.86,POINT (652177.9 6861402)
1904,DidotBottin_1904a,189,v2:2022-06-20,6237518,"Charpentier, colleur de cartes géographi-
ques, r. N.-D.-des-Champs, 8. (6e","<PER>Charpentier</PER><ACT>, colleur de cartes géographi- ques</ACT>, <LOC>r. N.-D.-des-Champ</LOC>s, <CARDINAL>8</CARDINAL>. (6e",Charpentier,", colleur de cartes géographi- ques",", colleur de cartes geographi- ques",r. N.-D.-des-Champ,8,1,1,1,1,"NA",POINT EMPTY
1904,DidotBottin_1904a,190,v2:2022-06-20,6237967,"Charron, cartes d'échantillons, r. d'Hautevil-
le, 62. (10e","<PER>Charron</PER><ACT>, cartes d</ACT>'<ACT>échantillons</ACT>, <LOC>r. d'Hautevil- le</LOC>, <CARDINAL>62</CARDINAL>. (10e",Charron,"c("", cartes d"", ""échantillons"")","c("", cartes d"", ""echantillons"")",r. d'Hautevil- le,62,2,1,1,1,"NA",POINT EMPTY
1904,DidotBottin_1904a,190,v2:2022-06-20,6238004,"Chartier NC.. Marteau frères et Boudin, fabr.
de cartes a jouer et de cartons photographi-
ques, r. de Lancry, 54. (f0e). TÉLÉPH 256.27.","<PER>Chartier NC.. Marteau frères et Boudin</PER><ACT>, fabr. de cartes a jouer et de cartons photographi- ques</ACT>, <LOC>r. de Lancry</LOC>, <CARDINAL>54</CARDINAL>. (f0e). TÉLÉPH 256.27.",Chartier NC.. Marteau frères et Boudin,", fabr. de cartes a jouer et de cartons photographi- ques",", fabr. de cartes a jouer et de cartons photographi- ques",r. de Lancry,54,1,1,1,1,0.8,POINT (653283.2 6863777)
1901,DidotBottin_1901a,366,v2:2022-06-20,6254947,"Baussan Edmond), plans en retief, Doi.
Henrí Iv.
2.","<PER>Baussan Edmond),</PER> <ACT>plans en retief</ACT>, <LOC>Doi. Henrí I</LOC>v. <CARDINAL>2</CARDINAL>.","Baussan Edmond),",plans en retief,plans en retief,Doi. Henrí I,2,1,1,1,1,"NA",POINT (648201.7 6865239)
1884,DidotBottin_1884a,600,v2:2022-06-20,6243937,"Muret, plans en relie
r. N.-D.-des-Champs, 99.","<PER>Muret</PER><ACT>, plans en relie</ACT> <LOC>r. N.-D.-des-Champs</LOC>, <CARDINAL>99</CARDINAL>.",Muret,", plans en relie",", plans en relie",r. N.-D.-des-Champs,99,1,1,1,1,"NA",POINT EMPTY
1874,DidotBottin_1874a,504,v2:2022-06-20,6245235,"Petit, faor, ac marques pour jeux de cartes
Faub.-St-Antoine, 246.","<PER>Petit</PER>, <ACT>faor, ac marques pour jeux de cartes</ACT> <LOC>Faub.-St-Antoine</LOC>, <CARDINAL>246</CARDINAL>.",Petit,"faor, ac marques pour jeux de cartes","faor, ac marques pour jeux de cartes",Faub.-St-Antoine,246,1,1,1,1,"NA",POINT EMPTY
1891,DidotBottin_1891a,330,v2:2022-06-20,6247509,"Cihen O. , Chef de batailton, conservatrur
des plans retieſs à l'hôtel des Invalides, Es-
planade des Invalides,","<PER>Cihen</PER> <TITRE>O.</TITRE> <ACT>, Chef de batailton, conservatrur des plans retieſs à l'hôtel des Invalides</ACT>, <LOC>Es- planade des Invalides</LOC>,",Cihen,", Chef de batailton, conservatrur des plans retieſs à l'hôtel des Invalides",", Chef de batailton, conservatrur des plans retiess a l'hotel des Invalides",Es- planade des Invalides,NA,1,1,1,0,"NA",POINT EMPTY
1841,Didot_1841a,344,v2:2022-06-20,6248390,"Meunier, aplanisseur, de corne, Faub.-St-
Martin, 233.","<PER>Meunier</PER><ACT>, aplanisseur, de corne</ACT>, <LOC>Faub.-St- Martin</LOC>, <CARDINAL>233</CARDINAL>.",Meunier,", aplanisseur, de corne",", aplanisseur, de corne",Faub.-St- Martin,233,1,1,1,1,"NA",POINT EMPTY
1857,DidotBottin_1857a,231,v2:2022-06-20,6255532,"Dien (Ch.) , cartes d'astron., Port-Royal, 16.","<PER>Dien (Ch.)</PER> , <ACT>cartes d'astron.</ACT><LOC>, Port-Royal</LOC>, <CARDINAL>16</CARDINAL>.",Dien (Ch.),cartes d'astron.,cartes d'astron.,", Port-Royal",16,1,1,1,1,0.7872,POINT (652260 6859874)
1854,Bottin3_1854a,343,v2:2022-06-20,6258271,"Mathieu, G. O. X4, vice-amiral, direc. des plans et
cartes de la marine, Université, 13.","<PER>Mathieu</PER><TITRE>, G. O. X</TITRE>4, <ACT>vice-amiral, direc. des plans et cartes de la marine</ACT><LOC>, Université</LOC>, <CARDINAL>13</CARDINAL>.",Mathieu,"vice-amiral, direc. des plans et cartes de la marine","vice-amiral, direc. des plans et cartes de la marine",", Université",13,1,1,1,1,0.817,POINT (650825.1 6862093)
1902,DidotBottin_1902a,506,v2:2022-06-20,6258813,"Collon A.), plans en rettef, r. Faidherbe, 37.
","<PER>Collon A.),</PER> <ACT>plans en rettef</ACT>, <LOC>r. Faidherbe</LOC>, <CARDINAL>37</CARDINAL>. ","Collon A.),",plans en rettef,plans en rettef,r. Faidherbe,37,1,1,1,1,"NA",POINT EMPTY
1882,DidotBottin_1882a,243,v2:2022-06-20,6259166,"Carion (Ch. Geffroy, gendre et success.), en-
toilage et vernissage de plans et cartes,
quai des Grands-Augustins, 15.","<PER>Carion (Ch. Geffroy, gendre et success.),</PER> <ACT>en- toilage et vernissage de plans et cartes</ACT>, <LOC>quai des Grands-Augustins</LOC>, <CARDINAL>15</CARDINAL>.","Carion (Ch. Geffroy, gendre et success.),",en- toilage et vernissage de plans et cartes,en- toilage et vernissage de plans et cartes,quai des Grands-Augustins,15,1,1,1,1,"NA",POINT EMPTY
1875,DidotBottin_1875,148,v2:2022-06-20,6262079,"Bartholy (J.), carton pâte et cartes en feuilles,
Michel-le-Comte, 5 et 12.","<PER>Bartholy (J.),</PER> <ACT>carton pâte et cartes en feuilles</ACT><LOC>, Michel-le-Comte</LOC>, <CARDINAL>5</CARDINAL> et <CARDINAL>12</CARDINAL>.","Bartholy (J.),",carton pâte et cartes en feuilles,carton pate et cartes en feuilles,", Michel-le-Comte","c(""5"", ""12"")",1,1,1,2,"NA",POINT EMPTY
1850,Didot_1850a,226,v2:2022-06-20,6262603,"Goliat, fab. de cartes-porcelaine, à Neuilly, rue
des Graviers, Il ; dépôt à Paris, chez Roy,
rue Neuve-St-Augustin, 18 et 20.","<PER>Goliat</PER><ACT>, fab. de cartes-porcelaine</ACT>, à <LOC>Neuilly, rue des Graviers</LOC>, <CARDINAL>Il</CARDINAL> ; dépôt à Paris, chez Roy, <LOC>rue Neuve-St-Augustin</LOC>, <CARDINAL>18</CARDINAL> et <CARDINAL>20</CARDINAL>.",Goliat,", fab. de cartes-porcelaine",", fab. de cartes-porcelaine","c(""Neuilly, rue des Graviers"", ""rue Neuve-St-Augustin"")","c(""Il"", ""18"", ""20"")",1,1,2,3,"NA, NA",POINT EMPTY
1875,DidotBottin_1875,537,v2:2022-06-20,6263804,"Renault (Mime Hortense), cartes en feuille &
jouer et papier de fantaisie, pass. Dauphine,
Z","<PER>Renault (Mime Hortense),</PER> <ACT>cartes en feuille &amp; jouer et papier de fantaisie</ACT>, <LOC>pass. Dauphine</LOC>, <CARDINAL>Z</CARDINAL>","Renault (Mime Hortense),",cartes en feuille &amp; jouer et papier de fantaisie,cartes en feuille &amp; jouer et papier de fantaisie,pass. Dauphine,Z,1,1,1,1,0.58,POINT (654173.9 6863631)
1863,DidotBottin_1863a,320,v2:2022-06-20,6265330,"—
Fournié, fab. de cartes en feuilles, Aman-
diers-Charonne, 26, impasse Ronce, 5 bis.","— <PER>Fournié</PER><ACT>, fab. de cartes en feuilles</ACT><LOC>, Aman- diers-Charonne</LOC>, <CARDINAL>26</CARDINAL>, <LOC>impasse Ronce</LOC>, <CARDINAL>5 bis</CARDINAL>.",Fournié,", fab. de cartes en feuilles",", fab. de cartes en feuilles","c("", Aman- diers-Charonne"", ""impasse Ronce"")","c(""26"", ""5 bis"")",1,1,2,2,"0.76, NA",POINT (655216.4 6862886)
1829,Deflandre_1829,1004,v2:2022-06-20,6266378,"Morin (Ve) et Sonet, cartes a
,r. Grené., 38.","<PER>Morin (Ve) et Sonet</PER>, <ACT>cartes a</ACT> <LOC>,r. Grené</LOC>., <CARDINAL>38</CARDINAL>.",Morin (Ve) et Sonet,cartes a,cartes a,",r. Grené",38,1,1,1,1,"NA",POINT EMPTY
1888,DidotBottin_1888,601,v2:2022-06-20,6269919,"Nacivet, cartes en feuilles, cartes et bristols
pour la photographie, St-André des-Arts, 19.","<PER>Nacivet</PER>, <ACT>cartes en feuilles, cartes et bristols pour la photographie</ACT>, <LOC>St-André des-Arts</LOC>, <CARDINAL>19</CARDINAL>.",Nacivet,"cartes en feuilles, cartes et bristols pour la photographie","cartes en feuilles, cartes et bristols pour la photographie",St-André des-Arts,19,1,1,1,1,0,POINT (651801.1 6861468)
1896,DidotBottin_1896a,521,v2:2022-06-20,6271933,"Hutinet (D.) (Delion, successeur), cartes fan-
laiste et menus, r. de l'Echiquier, 15.","<PER>Hutinet (D.) (Delion, successeur),</PER> <ACT>cartes fan- laiste et menus</ACT>, <LOC>r. de l</LOC><PER>'</PER><LOC>Echiquier</LOC>, <CARDINAL>15</CARDINAL>.","c(""Hutinet (D.) (Delion, successeur),"", ""'"")",cartes fan- laiste et menus,cartes fan- laiste et menus,"c(""r. de l"", ""Echiquier"")",15,1,2,2,1,"0.76, 0.846","MULTIPOINT ((651238.7 6863841), (652453.4 6863662))"
1900,DidotBottin_1900a,681,v2:2022-06-20,6275920,"Hamet (Ate) NC€,fabr. de cartes en feuilles et
cartons pâte, Faub.-du-Temple, 54 et r. Au-
guste-Barbier, 9 bis. TÉLÉPH] 421.24 ; usine à
410.75.
Auberullllers.","<PER>Hamet (Ate)</PER> <TITRE>NC</TITRE>€,<ACT>fabr. de cartes en feuilles et cartons pâte</ACT>, <LOC>Faub.-du-Temple</LOC>, <CARDINAL>54</CARDINAL> et <LOC>r. Au- guste-Barbier</LOC>, <CARDINAL>9 bis</CARDINAL>. <TITRE>TÉLÉPH] 421.</TITRE>24 ; usine à <TITRE>4</TITRE>10.75. Auberullllers.",Hamet (Ate),fabr. de cartes en feuilles et cartons pâte,fabr. de cartes en feuilles et cartons pate,"c(""Faub.-du-Temple"", ""r. Au- guste-Barbier"")","c(""54"", ""9 bis"")",1,1,2,2,"0.787152, NA",POINT (653819.4 6863485)
1900,DidotBottin_1900a,681,v2:2022-06-20,6276080,"Hansen (J.), cartes-géographiques r. Laro-
miguière, 4.","<PER>Hansen (J.),</PER> <ACT>cartes-géographiques</ACT> <LOC>r. Laro- miguière</LOC>, <CARDINAL>4</CARDINAL>.","Hansen (J.),",cartes-géographiques,cartes-geographiques,r. Laro- miguière,4,1,1,1,1,"NA",POINT EMPTY
1900,DidotBottin_1900a,733,v2:2022-06-20,6277132,"Lagier (F.), cartes système à ruban, r. Au-
Halre,
21.","<PER>Lagier (F.),</PER> <ACT>cartes système à ruban</ACT>, <LOC>r. Au- Halre</LOC>, <CARDINAL>21</CARDINAL>.","Lagier (F.),",cartes système à ruban,cartes systeme a ruban,r. Au- Halre,21,1,1,1,1,"NA",POINT EMPTY
1855,Bottin3_1855a,285,v2:2022-06-20,6277178,"Keller, fab. pap. fantaisie, cart. pâte et cartes en feuil-
les, Montmorency, 46.","<PER>Keller</PER>, <ACT>fab. pap. fantaisie, cart. pâte et cartes en feuil- les</ACT>, <LOC>Montmorency</LOC>, <CARDINAL>46</CARDINAL><LOC>.</LOC>",Keller,"fab. pap. fantaisie, cart. pâte et cartes en feuil- les","fab. pap. fantaisie, cart. pate et cartes en feuil- les","c(""Montmorency"", ""."")",46,1,1,2,1,0.86,POINT (652550 6862818)
1898,DidotBottin_1898a,373,v2:2022-06-20,6284409,"Bouscatié, cartes géographiques, distribu-
tion de journaux, r. Vieille-du-Temple, 19.","<PER>Bouscatié</PER><ACT>, cartes géographiques, distribu- tion de journaux</ACT>, <LOC>r. Vieille-du-Temple</LOC>, <CARDINAL>19</CARDINAL>.",Bouscatié,", cartes géographiques, distribu- tion de journaux",", cartes geographiques, distribu- tion de journaux",r. Vieille-du-Temple,19,1,1,1,1,"NA",POINT EMPTY
1842,Didot_1842a,466,v2:2022-06-20,6286820,"Simonneau, grav. sur cartes de géogr., Paix, 6.","<PER>Simonneau</PER><ACT>, grav. sur cartes de géogr.</ACT>, <LOC>Paix</LOC>, <CARDINAL>6</CARDINAL>.",Simonneau,", grav. sur cartes de géogr.",", grav. sur cartes de geogr.",Paix,6,1,1,1,1,1,POINT (650911 6863386)
1842,Didot_1842a,470,v2:2022-06-20,6288195,"Tardieu (A.), grav.-géogr., grav. du dépôt de la
marine et du dépôt des fortifications, de l'ad-
ministration des forêts et du Journal des Sa-
vants, memb. de la Société de géographie et
de la Société asiatique; nouvel Atlas pour le
Voyage du jeune Anacharsis en Grèce; nou-
vel Atlas pour les OEuvres de Rollin; toutes
les cartes, plans et portraits des Victoires et
Conquêtes; ceux du Précis des événements
militaires du général Mathieu Dumas; Icono-
graphie universelle ancienne et moderne, ou
Collection de portraits des hommes célèbres
de tous les pays et de toutes les époques ; Ci-
metière-St-André, 9.","<PER>Tardieu (A.),</PER> <ACT>grav.-géogr., grav. du dépôt de la marine et du dépôt des fortifications, de l'ad- ministration des forêts et du Journal des Sa- vants, memb. de la Société de géographie et de la Société asiatique; nouvel Atlas pour le Voyage du jeune Anacharsis en Grèce; nou- vel Atlas pour les OEuvres de Rollin; toutes les cartes, plans et portraits des Victoires et Conquêtes; ceux du Précis des événements militaires du général Mathieu Dumas; Icono- graphie universelle ancienne et moderne, ou Collection de portraits des hommes célèbres de tous les pays et de toutes les époques</ACT> ; <LOC>Ci- metière-St-André</LOC>, <CARDINAL>9</CARDINAL>.","Tardieu (A.),","grav.-géogr., grav. du dépôt de la marine et du dépôt des fortifications, de l'ad- ministration des forêts et du Journal des Sa- vants, memb. de la Société de géographie et de la Société asiatique; nouvel Atlas pour le Voyage du jeune Anacharsis en Grèce; nou- vel Atlas pour les OEuvres de Rollin; toutes les cartes, plans et portraits des Victoires et Conquêtes; ceux du Précis des événements militaires du général Mathieu Dumas; Icono- graphie universelle ancienne et moderne, ou Collection de portraits des hommes célèbres de tous les pays et de toutes les époques","grav.-geogr., grav. du depot de la marine et du depot des fortifications, de l'ad- ministration des forets et du Journal des Sa- vants, memb. de la Societe de geographie et de la Societe asiatique; nouvel Atlas pour le Voyage du jeune Anacharsis en Grece; nou- vel Atlas pour les OEuvres de Rollin; toutes les cartes, plans et portraits des Victoires et Conquetes; ceux du Precis des evenements militaires du general Mathieu Dumas; Icono- graphie universelle ancienne et moderne, ou Collection de portraits des hommes celebres de tous les pays et de toutes les epoques",Ci- metière-St-André,9,1,1,1,1,"NA",POINT (654611.9 6862952)
1903,DidotBottin_1903a,516,v2:2022-06-20,6292162,"Letot (Eugene), cartes geographiques, boul.
du Montparnasse, 74. 14°.","<PER>Letot (Eugene),</PER> <ACT>cartes geographiques</ACT>, <LOC>boul. du Montparnasse</LOC>, <CARDINAL>74</CARDINAL>. <CARDINAL>14</CARDINAL>°.","Letot (Eugene),",cartes geographiques,cartes geographiques,boul. du Montparnasse,"c(""74"", ""14"")",1,1,1,2,"NA",POINT EMPTY
1841,Didot_1841a,185,v2:2022-06-20,6293329,"Bouillotte, fab. de registres et cartes d'échan—
tillons, Caire, 6 et 8.","<PER>Bouillotte</PER><ACT>, fab. de registres et cartes d'échan— tillons</ACT><LOC>, Caire</LOC>, <CARDINAL>6</CARDINAL> et <CARDINAL>8</CARDINAL>.",Bouillotte,", fab. de registres et cartes d'échan— tillons",", fab. de registres et cartes d'echan- tillons",", Caire","c(""6"", ""8"")",1,1,1,2,1,POINT (652474.1 6863224)
1893,DidotBottin_1893a,687,v2:2022-06-20,6294470,"
Nacivet, cartes en feuilles, cartes et bristols,
pour la photographie, rue d'Aboukir, 87;
usine, boul, Diderot, 138."," <PER>Nacivet</PER><ACT>, cartes en feuilles, cartes et bristols, pour la photographie</ACT><LOC>, rue d'Aboukir</LOC>, <CARDINAL>87</CARDINAL>; usine, <LOC>boul, Diderot</LOC>, <CARDINAL>138</CARDINAL>.",Nacivet,", cartes en feuilles, cartes et bristols, pour la photographie",", cartes en feuilles, cartes et bristols, pour la photographie","c("", rue d'Aboukir"", ""boul, Diderot"")","c(""87"", ""138"")",1,1,2,2,"NA, NA",POINT EMPTY
1907,DidotBottin_1907c,444,v2:2022-06-20,6295030,"Hansen (J.), cartes geograpttiques r. Laro-
mikujère. h. (5e","<PER>Hansen (J.),</PER> <ACT>cartes geograpttiques</ACT> <LOC>r. Laro- mikujère</LOC>. h. (5e","Hansen (J.),",cartes geograpttiques,cartes geograpttiques,r. Laro- mikujère,NA,1,1,1,0,"NA",POINT EMPTY
1908,DidotBottin_1908a,845,v2:2022-06-20,6296868,"Vanwalscappel (A.), imprimeur el cartes de-
chantllons, r. de Picfns, 15. (1?
LELLP
Hih.1H.","<PER>Vanwalscappel (A.),</PER> <ACT>imprimeur el cartes de- chantllons</ACT>, <LOC>r. de Picfns</LOC>, <CARDINAL>15</CARDINAL>. (1? LELLP Hih.1H.","Vanwalscappel (A.),",imprimeur el cartes de- chantllons,imprimeur el cartes de- chantllons,r. de Picfns,15,1,1,1,1,"NA",POINT EMPTY
1874,DidotBottin_1874a,572,v2:2022-06-20,6296979,"Suard (L.), fabr. de cartennages, Cléry, 41.","<PER>Suard (L.),</PER> <ACT>fabr. de cartennages</ACT><LOC>, Cléry</LOC>, <CARDINAL>41</CARDINAL>.","Suard (L.),",fabr. de cartennages,fabr. de cartennages,", Cléry",41,1,1,1,1,0.91,POINT (652189.5 6863378)
1838,Bottin1_1838,147,v2:2022-06-20,6300224,"remise à domivile de cartes, Prouvaires, 3.","<ACT>remise à domivile de cartes</ACT><LOC>, Prouvaires</LOC>, <CARDINAL>3</CARDINAL>.",NA,remise à domivile de cartes,remise a domivile de cartes,", Prouvaires",3,1,0,1,1,1,POINT (651871.1 6862572)
1888,DidotBottin_1888,190,v2:2022-06-20,6310696,"Beaubecq, cartes en feuilles à façon, Asse-
IIn, 19.","<PER>Beaubecq</PER>, <ACT>cartes en feuilles à façon</ACT><LOC>, Asse- IIn</LOC>, <CARDINAL>19</CARDINAL>.",Beaubecq,cartes en feuilles à façon,cartes en feuilles a facon,", Asse- IIn",19,1,1,1,1,"NA",POINT EMPTY
1900,DidotBottin_1900a,1045,v2:2022-06-20,6312453,"Varbord (A), cartes en feuilles et soufflets a
vigne. r. de l'Aude, 17.","<PER>Varbord (A),</PER> <ACT>cartes en feuilles et soufflets a vigne</ACT>. <LOC>r. de l'Aude</LOC>, <CARDINAL>17</CARDINAL>.","Varbord (A),",cartes en feuilles et soufflets a vigne,cartes en feuilles et soufflets a vigne,r. de l'Aude,17,1,1,1,1,"NA",POINT EMPTY
1875,DidotBottin_1875,422,v2:2022-06-20,6314186,"Lemaire (Joseph) *, profess. au lycée Des-
cartes,
Garancière, 8.","<PER>Lemaire (Joseph)</PER> <TITRE>*</TITRE><ACT>, profess. au lycée Des- cartes</ACT><LOC>, Garancière</LOC>, <CARDINAL>8</CARDINAL>.",Lemaire (Joseph),", profess. au lycée Des- cartes",", profess. au lycee Des- cartes",", Garancière",8,1,1,1,1,0.93,POINT (651255.9 6861312)
1907,DidotBottin_1907c,579,v2:2022-06-20,6317128,"ounave, cartes en feuilles et billets de
Remins de fer. r. Crillon, 13, etr. Mornay, 1
A","<PER>ounave</PER><ACT>, cartes en feuilles et billets de Remins de fer</ACT>. <LOC>r. Crillon</LOC>, <CARDINAL>13</CARDINAL>, et<LOC>r. Mornay</LOC>, <CARDINAL>1 A</CARDINAL>",ounave,", cartes en feuilles et billets de Remins de fer",", cartes en feuilles et billets de Remins de fer","c(""r. Crillon"", ""r. Mornay"")","c(""13"", ""1 A"")",1,1,2,2,"NA, 0.633888",POINT (651804.1 6863705)
1835,Panckoucke_hab_Dulac_1835,165,v2:2022-06-20,6317634,"Chevalier, employé au dépôt des cartes de la marine, r. des Fos-
sés-St-Germain-des-Pres. 10.","<PER>Chevalier</PER><ACT>, employé au dépôt des cartes de la marine</ACT>, <LOC>r. des Fos- sés-St-Germain-des-Pres</LOC>. <CARDINAL>10</CARDINAL>.",Chevalier,", employé au dépôt des cartes de la marine",", employe au depot des cartes de la marine",r. des Fos- sés-St-Germain-des-Pres,10,1,1,1,1,"NA",POINT EMPTY
1857,DidotBottin_1857a,314,v2:2022-06-20,6317692,"Jomard, O.  (de l'Institut), conservateur
des cartes et plans à la Bibliothèque impé-
riale, Nve-des-Petits-Champs, 14.","<PER>Jomard</PER><TITRE>, O.  (de l</TITRE><ACT>'</ACT><TITRE>Institut</TITRE><ACT>), conservateur des cartes et plans à la Bibliothèque impé- riale</ACT>, <LOC>Nve-des-Petits-Champ</LOC>s, <CARDINAL>14</CARDINAL>.",Jomard,"c(""'"", ""), conservateur des cartes et plans à la Bibliothèque impé- riale"")","c(""'"", ""), conservateur des cartes et plans a la Bibliotheque impe- riale"")",Nve-des-Petits-Champ,14,2,1,1,1,0.64752,POINT (651419.5 6863159)
1893,DidotBottin_1893a,473,v2:2022-06-20,6319392,"—
Forest, entoileur de cartes géographiques,
Seguler.","— <PER>Forest</PER><ACT>, entoileur de cartes géographiques</ACT>, <LOC>Seguler</LOC>.",Forest,", entoileur de cartes géographiques",", entoileur de cartes geographiques",Seguler,NA,1,1,1,0,0.71208,POINT (651737.4 6861802)
1838,Bottin1_1838,164,v2:2022-06-20,6323039,"Garnier (M.), papeterie, fab. carton pâte, cartes en feuil-
les, Portefoin, 17.","<PER>Garnier (M.),</PER> <ACT>papeterie, fab. carton pâte, cartes en feuil- les</ACT>, <LOC>Portefoin</LOC>, <CARDINAL>17</CARDINAL>.","Garnier (M.),","papeterie, fab. carton pâte, cartes en feuil- les","papeterie, fab. carton pate, cartes en feuil- les",Portefoin,17,1,1,1,1,0,POINT (651380.9 6864180)
1853,Didot_1853a,250,v2:2022-06-20,6324683,"Gressier, O. a, conservateur du dépôt général
des cartes et plans de la marine et des colo-
nies, Cassette, 27.","<PER>Gressier</PER><TITRE>, O. a</TITRE><ACT>, conservateur du dépôt général des cartes et plans de la marine et des colo- nies</ACT>, <LOC>Cassette</LOC>, <CARDINAL>27</CARDINAL>.",Gressier,", conservateur du dépôt général des cartes et plans de la marine et des colo- nies",", conservateur du depot general des cartes et plans de la marine et des colo- nies",Cassette,27,1,1,1,1,1,POINT (650910.8 6861175)
1874,DidotBottin_1874a,352,v2:2022-06-20,6327230,"Guillemin (L.), (abr. de cartennages, FоNс-
Mericouri,
104.","<PER>Guillemin (L.),</PER> <ACT>(abr. de cartennages</ACT><LOC>, FоNс- Meric</LOC>ouri, <CARDINAL>104</CARDINAL>.","Guillemin (L.),",(abr. de cartennages,(abr. de cartennages,", FоNс- Meric",104,1,1,1,1,0.291584,POINT (652416.9 6862405)
1876,DidotBottin_1876,333,v2:2022-06-20,6330346,"Grosselin (E.) (E. Bertaux successeur), globes
et cartes géographiques, Serpente, 25.","<PER>Grosselin (E.) (E. Bertaux successeur),</PER> <ACT>globes et cartes géographiques</ACT><LOC>, Serpente</LOC>, <CARDINAL>25</CARDINAL>.","Grosselin (E.) (E. Bertaux successeur),",globes et cartes géographiques,globes et cartes geographiques,", Serpente",25,1,1,1,1,1,POINT (651717.4 6861557)
1875,DidotBottin_1875,405,v2:2022-06-20,6331725,"Latry (A.) a NCi et Ce, bois durci, blanc de
et cartes, Archives, 19.
zinc","<PER>Latry (A.) a NCi et Ce</PER><ACT>, bois durci, blanc de et cartes</ACT>, <LOC>Archives</LOC>, <CARDINAL>19</CARDINAL>. zinc",Latry (A.) a NCi et Ce,", bois durci, blanc de et cartes",", bois durci, blanc de et cartes",Archives,19,1,1,1,1,0.93,POINT (652978 6862641)
